id,slug,name,normalized_name,description,dish_family_id,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,origin_text,is_notable,created_at,updated_at
dish-wd-q19851743,danbing,Danbing,danbing,Canonical starter dish entry for Danbing. Origin: Taiwan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19851743,,cui-wd-q707908,Q19851743,Danbing,,Taiwan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q107357106,danwake,danwake,danwake,Canonical starter dish entry for danwake. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q107357106,,cui-wd-q7033037,Q107357106,Dan wake,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10896709,daoxiao-mian,dāoxiāo miàn,daoxiao mian,Canonical starter dish entry for dāoxiāo miàn. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10896709,,,Q10896709,Knife-cut noodles,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q85755689,daral,Daral,daral,Canonical starter dish entry for Daral. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q85755689,,cui-wd-q1520796,Q85755689,Daral (food),,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10936666,dazhu-gansi,Dazhu gansi,dazhu gansi,Canonical starter dish entry for Dazhu gansi. Associated cuisine: Huaiyang cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10936666,,,Q10936666,Dazhu gansi,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q132175543,dek-akeo,Dek Akeo,dek akeo,Canonical starter dish entry for Dek Akeo. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q132175543,,,Q132175543,Dek Akeo,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5253615,delele,Delele,delele,Canonical starter dish entry for Delele. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5253615,,,Q5253615,Delele,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12481254,dengke-mas-naniura,Dengke Mas Naniura,dengke mas naniura,Canonical starter dish entry for Dengke Mas Naniura. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12481254,,cui-wd-q787497,Q12481254,Dengke mas naniura,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5259648,dentyne,Dentyne,dentyne,Canonical starter dish entry for Dentyne. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5259648,,,Q5259648,Dentyne,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q104864044,desperation-pie,Desperation pie,desperation pie,Canonical starter dish entry for Desperation pie. Associated cuisine: cuisine of the United States. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q104864044,cat-pies-and-pastries-eefde59e,cui-american-60d23958,Q104864044,Desperation pies,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12411608,devils-on-horseback,devils on horseback,devils on horseback,Canonical starter dish entry for devils on horseback. Origin: United Kingdom. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12411608,,cui-wd-q918277,Q12411608,Devils on horseback,,United Kingdom,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10296519,dezhou-braised-chicken,Dezhou braised chicken,dezhou braised chicken,Canonical starter dish entry for Dezhou braised chicken. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10296519,,,Q10296519,Dezhou braised chicken,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2723965,dhansak,Dhansak,dhansak,Canonical starter dish entry for Dhansak. Associated cuisine: Parsi cuisine. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2723965,,cui-wd-q192087,Q2723965,Dhansak,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q171983,dhokla,dhokla,dhokla,Canonical starter dish entry for dhokla. Associated cuisine: Gujarati cuisine. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q171983,,cui-wd-q192087,Q171983,Dhokla,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3026484,dibi,Dibi,dibi,Canonical starter dish entry for Dibi. Origin: Senegal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3026484,,,Q3026484,Dibi (food),,Senegal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1228260,dirty-rice,Dirty rice,dirty rice,Canonical starter dish entry for Dirty rice. Associated cuisine: cuisine of the United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1228260,cat-rice-dishes-e5a0eea5,,Q1228260,Dirty rice,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q62018789,discada,Discada,discada,Canonical starter dish entry for Discada. Associated cuisine: Mexican cuisine. Origin: Mexico. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q62018789,,cui-wd-q207965,Q62018789,Discada,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q136674388,disco-fries,Disco fries,disco fries,Canonical starter dish entry for Disco fries. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q136674388,cat-snacks-and-street-food-7e6d6760,cui-american-60d23958,Q136674388,Disco fries,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q11853198,dishwasher-salmon,dishwasher salmon,dishwasher salmon,Canonical starter dish entry for dishwasher salmon. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q11853198,cat-seafood-dishes-67642233,cui-american-60d23958,Q11853198,Dishwasher salmon,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5286620,dobin-mushi,dobin mushi,dobin mushi,Canonical starter dish entry for dobin mushi. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5286620,,cui-wd-q234138,Q5286620,Dobin mushi,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5286688,dobrada,dobrada,dobrada,Canonical starter dish entry for dobrada. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5286688,,,Q5286688,Dobrada (food),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q131048134,doghramaj,doghramaj,doghramaj,Canonical starter dish entry for doghramaj. Associated cuisine: Azerbaijani cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q131048134,,,Q131048134,Doghramaj,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2877740,dole-whip,Dole Whip,dole whip,Canonical starter dish entry for Dole Whip. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2877740,,,Q2877740,Dole Whip,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q141293,dondurma,dondurma,dondurma,Canonical starter dish entry for dondurma. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q141293,,cui-wd-q654493,Q141293,Dondurma,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5296979,doodhpak,Doodhpak,doodhpak,Canonical starter dish entry for Doodhpak. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5296979,,cui-wd-q192087,Q5296979,Doodhpak,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q11323173,doria,Doria,doria,Canonical starter dish entry for Doria. Associated cuisine: yōshoku. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q11323173,,,Q11323173,Doria (food),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16180623,dosirac,Dosirac,dosirac,Canonical starter dish entry for Dosirac. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16180623,,,Q16180623,Dosirac,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5299473,dots,Dots,dots,Canonical starter dish entry for Dots. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5299473,,,Q5299473,Dots (candy),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5300142,doublemint,Doublemint,doublemint,Canonical starter dish entry for Doublemint. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5300142,,cui-american-60d23958,Q5300142,Doublemint,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5304700,dracula-piller,Dracula Piller,dracula piller,Canonical starter dish entry for Dracula Piller. Origin: Sweden. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5304700,,,Q5304700,Dracula Piller,,Sweden,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q49001494,dragon-s-breath,Dragon's Breath,dragon s breath,Canonical starter dish entry for Dragon's Breath. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q49001494,,,Q49001494,Dragon's Breath (dessert),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5305996,draw-soup,draw soup,draw soup,Canonical starter dish entry for draw soup. Associated cuisine: Yoruba cuisine. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5305996,cat-soups-58c2caa7,cui-wd-q7033037,Q5305996,Draw soup,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16874762,dre-si,Dre-si,dre si,Canonical starter dish entry for Dre-si. Associated cuisine: Tibetan cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16874762,,,Q16874762,Dre-si,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2631681,dressed-herring,dressed herring,dressed herring,Canonical starter dish entry for dressed herring. Associated cuisine: Russian cuisine. Origin: Soviet Union. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2631681,,,Q2631681,Dressed herring,,Soviet Union,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5309357,drunken-noodles,drunken noodles,drunken noodles,Canonical starter dish entry for drunken noodles. Associated cuisine: Lao cuisine. Origin: Thailand. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5309357,cat-noodle-dishes-f57723d0,cui-wd-q841984,Q5309357,Drunken noodles,,Thailand,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2893649,drunken-shrimp,drunken shrimp,drunken shrimp,Canonical starter dish entry for drunken shrimp. Associated cuisine: Chinese cuisine. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2893649,cat-seafood-dishes-67642233,,Q2893649,Drunken shrimp,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5310685,dubble-bubble,Dubble Bubble,dubble bubble,Canonical starter dish entry for Dubble Bubble. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5310685,,,Q5310685,Dubble Bubble,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5311505,duckanoo,duckanoo,duckanoo,Canonical starter dish entry for duckanoo. Origin: Caribbean. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5311505,,cui-wd-q1729345,Q5311505,Duckanoo,,Caribbean,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19838749,dugun-corbas,düğün çorbası,dugun corbas,Canonical starter dish entry for düğün çorbası. Associated cuisine: Turkish cuisine. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19838749,,cui-wd-q654493,Q19838749,Düğün çorbası,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2920546,dulce-de-batata,dulce de batata,dulce de batata,Canonical starter dish entry for dulce de batata. Associated cuisine: Uruguayan cuisine. Origin: Latin America. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2920546,,,Q2920546,Dulce de batata,,Latin America,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q932742,dumle,Dumle,dumle,Canonical starter dish entry for Dumle. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q932742,,,Q932742,Dumle,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q134374794,dunakavics,Dunakavics,dunakavics,Canonical starter dish entry for Dunakavics. Origin: Hungary. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q134374794,,cui-wd-q264327,Q134374794,Dunakavics,,Hungary,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q137921543,dundun,Dundun,dundun,Canonical starter dish entry for Dundun. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q137921543,,,Q137921543,Dundun (food),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2877510,dutchie,dutchie,dutchie,Canonical starter dish entry for dutchie. Origin: Canada. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2877510,,cui-wd-q1324207,Q2877510,Dutchie (doughnut),,Canada,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1268122,duxelles,duxelles,duxelles,Canonical starter dish entry for duxelles. Associated cuisine: French cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1268122,,,Q1268122,Duxelles,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12593636,dwaeji-gukbap,dwaeji-gukbap,dwaeji gukbap,Canonical starter dish entry for dwaeji-gukbap. Origin: South Korea. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12593636,,cui-wd-q647500,Q12593636,Dwaeji-gukbap,,South Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5331480,eba,Eba,eba,Canonical starter dish entry for Eba. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5331480,,cui-wd-q7033037,Q5331480,Eba,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5332994,eclipse,Eclipse,eclipse,Canonical starter dish entry for Eclipse. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5332994,,,Q5332994,Eclipse (breath freshener),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28402897,edikang-ikong,Edikang Ikong,edikang ikong,Canonical starter dish entry for Edikang Ikong. Associated cuisine: Nigerian cuisine. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28402897,,cui-wd-q7033037,Q28402897,Edikang ikong,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5338306,edinburgh-rock,Edinburgh rock,edinburgh rock,Canonical starter dish entry for Edinburgh rock. Origin: Scotland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5338306,,,Q5338306,Edinburgh rock,,Scotland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q30599933,editan,Editan,editan,Canonical starter dish entry for Editan. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q30599933,,cui-wd-q7033037,Q30599933,Editan (soup),,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q113002820,edo-black-soup,Edo black soup,edo black soup,Canonical starter dish entry for Edo black soup. Associated cuisine: Nigerian cuisine. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q113002820,cat-soups-58c2caa7,cui-wd-q7033037,Q113002820,Edo black soup,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q116745181,edo-traditional-food,Edo traditional food,edo traditional food,Canonical starter dish entry for Edo traditional food. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q116745181,,,Q116745181,Edo traditional food,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q25043246,efo-riro,Efo riro,efo riro,Canonical starter dish entry for Efo riro. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q25043246,,cui-wd-q7033037,Q25043246,Efo riro,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q113038928,egbo,Egbo,egbo,Canonical starter dish entry for Egbo. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q113038928,,cui-wd-q7033037,Q113038928,Egbo (food),,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q122957244,egg-fried-rice,egg fried rice,egg fried rice,Canonical starter dish entry for egg fried rice. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q122957244,cat-rice-dishes-e5a0eea5,,Q122957244,Egg fried rice,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q115217655,eggplant-salad,eggplant salad,eggplant salad,Canonical starter dish entry for eggplant salad. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q115217655,cat-salads-aa3e870c,,Q115217655,Eggplant salads and appetizers,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28000941,eiernockerl,Eiernockerl,eiernockerl,Canonical starter dish entry for Eiernockerl. Origin: Austria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28000941,,cui-wd-q42029,Q28000941,Eiernockerl,,Austria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q138537728,eight-immortals-crossing-the-sea-gamboling-around-the-arhat,Eight Immortals Crossing the Sea Gamboling Around the Arhat,eight immortals crossing the sea gamboling around the arhat,Canonical starter dish entry for Eight Immortals Crossing the Sea Gamboling Around the Arhat. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q138537728,,,Q138537728,Eight Immortals Crossing the Sea Gamboling Around the Arhat,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q17019149,eight-treasure-rice,Eight treasure rice,eight treasure rice,Canonical starter dish entry for Eight treasure rice. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q17019149,cat-rice-dishes-e5a0eea5,,Q17019149,Eight treasure rice,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q112787717,eka-soup,Eka soup,eka soup,Canonical starter dish entry for Eka soup. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q112787717,cat-soups-58c2caa7,,Q112787717,Eka soup,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4811799,ekmek-kadayf,Ekmek kadayıfı,ekmek kadayf,Canonical starter dish entry for Ekmek kadayıfı. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4811799,,cui-wd-q654493,Q4811799,Ekmek kadayıfı,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q107358554,ekpang-nkwukwo,Ekpang Nkwukwo,ekpang nkwukwo,Canonical starter dish entry for Ekpang Nkwukwo. Origin: Cameroon. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q107358554,,,Q107358554,Ekwang,,Cameroon,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10271107,ekuru,Ekuru,ekuru,Canonical starter dish entry for Ekuru. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10271107,,cui-wd-q7033037,Q10271107,Ekuru,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2565922,ema-datshi,Ema datshi,ema datshi,Canonical starter dish entry for Ema datshi. Associated cuisine: Bhutanese cuisine. Origin: Bhutan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2565922,,,Q2565922,Ema datshi,,Bhutan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5373825,empal-gentong,empal gentong,empal gentong,Canonical starter dish entry for empal gentong. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5373825,,cui-wd-q787497,Q5373825,Empal gentong,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q17050490,empal-gepuk,empal gepuk,empal gepuk,Canonical starter dish entry for empal gepuk. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q17050490,,cui-wd-q787497,Q17050490,Gepuk,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q747457,empanada,empanada,empanada,Canonical starter dish entry for empanada. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q747457,cat-pies-and-pastries-eefde59e,,Q747457,Empanada,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10931125,empanadilla,Empanadilla,empanadilla,Canonical starter dish entry for Empanadilla. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10931125,,cui-wd-q1520796,Q10931125,Empanadilla,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q123474581,encharcada,Encharcada,encharcada,Canonical starter dish entry for Encharcada. Associated cuisine: Portuguese cuisine. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q123474581,,cui-wd-q180817,Q123474581,Encharcada,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q876096,enchilada,enchilada,enchilada,Canonical starter dish entry for enchilada. Origin: Mexico. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q876096,,cui-wd-q207965,Q876096,Enchilada,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5832771,enfrijoladas,Enfrijoladas,enfrijoladas,Canonical starter dish entry for Enfrijoladas. Origin: Mexico. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5832771,,cui-wd-q207965,Q5832771,Enfrijoladas,,Mexico,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5379416,enormous-omelet-sandwich,Enormous Omelet Sandwich,enormous omelet sandwich,Canonical starter dish entry for Enormous Omelet Sandwich. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5379416,cat-sandwiches-116c3e15,,Q5379416,Enormous Omelet Sandwich,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q65067382,erachichor,Erachichor,erachichor,Canonical starter dish entry for Erachichor. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q65067382,,,Q65067382,Erachichor,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5389704,erkuai,erkuai,erkuai,Canonical starter dish entry for erkuai. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5389704,,,Q5389704,Erkuai,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q28208795,eru,Eru,eru,Canonical starter dish entry for Eru. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28208795,,,Q28208795,Eru (soup),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16975890,es-buah,es buah,es buah,Canonical starter dish entry for es buah. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16975890,,cui-wd-q787497,Q16975890,Es buah,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3909175,es-doger,es doger,es doger,Canonical starter dish entry for es doger. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3909175,,cui-wd-q787497,Q3909175,Es doger,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16942586,es-goyobod,es goyobod,es goyobod,Canonical starter dish entry for es goyobod. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16942586,,cui-wd-q787497,Q16942586,Es goyobod,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q135650124,esh,Esh,esh,Canonical starter dish entry for Esh. Origin: Chad. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q135650124,,,Q135650124,Esh (dish),,Chad,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3097864,espetada,espetada,espetada,Canonical starter dish entry for espetada. Origin: Portugal. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3097864,,cui-wd-q180817,Q3097864,Espetada,,Portugal,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3044741,esqueixada,Esqueixada,esqueixada,Canonical starter dish entry for Esqueixada. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3044741,,cui-wd-q622512,Q3044741,Esqueixada,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q5642869,etouffee,étouffée,etouffee,Canonical starter dish entry for étouffée. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q5642869,,cui-american-60d23958,Q5642869,Étouffée,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q121379458,evil-jungle-prince,evil jungle prince,evil jungle prince,Canonical starter dish entry for evil jungle prince. Associated cuisine: Hawaiian cuisine. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q121379458,,cui-american-60d23958,Q121379458,Evil jungle prince,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q47005642,ewa-agoyin,Ewa Agoyin,ewa agoyin,Canonical starter dish entry for Ewa Agoyin. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q47005642,,cui-wd-q7033037,Q47005642,Ewa aganyin,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1049501,extra,Extra,extra,Canonical starter dish entry for Extra. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1049501,,cui-american-60d23958,Q1049501,Extra (gum),,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q995376,fabada-asturiana,Fabada asturiana,fabada asturiana,Canonical starter dish entry for Fabada asturiana. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q995376,,cui-wd-q622512,Q995376,Fabada asturiana,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
